cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/28/2016,7/2/2016,"Ipsos","A-",1350,"lv",.0001622,43.9,34.4,6.3,,47.10801,36.72366,5.171041,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44510,67737,7/5/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/5/2016,8/11/2016,"CVOTER International","C+",1107,"lv",.0001614,49.84,45.07,,,46.13228,39.38195,,,"","https://www.documentcloud.org/documents/3012376-UPI-CVoter-Release-2016-August-15.html",44854,68749,8/15/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/16/2016,8/22/2016,"USC Dornsife/LA Times","",2411,"lv",.0001613,44.21,44.05,,,46.23854,40.30936,,,"","http://latimes.com/politics/",44913,68897,8/23/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Florida",8/10/2016,8/16/2016,"Google Consumer Surveys","B",1341,"lv",.0001585,34.48,38.4,7.23,,41.98047,46.46029,4.19144,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45599,70984,9/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"New York",8/10/2016,8/16/2016,"Google Consumer Surveys","B",991,"lv",.0001545,41.23,26.04,6.19,,48.78642,34.12883,3.15144,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45624,71009,9/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/27/2016,7/1/2016,"Ipsos","A-",1345,"lv",.0001541,43.4,34.2,5.8,,46.59426,36.53064,4.663966,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44491,67658,7/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/19/2016,8/21/2016,"The Times-Picayune/Lucid","",1836,"lv",.0001517,44,35,7,,46.74187,38.02923,3.665062,,"","https://luc.id/2016-presidential-tracker/",46194,72253,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/15/2016,8/21/2016,"USC Dornsife/LA Times","",2359,"lv",.0001458,43.55,44.56,,,45.50293,40.93174,,,"","http://latimes.com/politics/",44906,68885,8/22/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Florida",3/13/2016,3/17/2016,"Saint Leo University","C+",540,"lv",.0001438,51.7,34.2,,,49.11702,35.34615,,,"","http://polls.saintleo.edu/wp-content/uploads/2016/03/Saint-Leo-Poll-Report-March-2016-Part-1.pdf",44921,68912,8/23/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/4/2016,8/10/2016,"CVOTER International","C+",1077,"lv",.0001432,49.45,45.15,,,45.74211,39.47558,,,"","http://www.upi.com/Top_News/US/2016/08/12/UPICVoter-poll-Hillary-Clinton-rebounds-after-3-days-of-lost-ground/3301470942640/?spt=sec&or=tn",44836,68699,8/12/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",4/19/2016,4/20/2016,"Zogby Interactive/JZ Analytics","C-",834,"lv",.0001394,47,40,,,46.32848,41.13161,,,"","http://zogbyanalytics.com/news/742-zogby-analytics-news-wire-general-election-head-to-head-matchups",43996,65214,4/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",2/11/2016,2/15/2016,"Suffolk University","B+",1000,"lv",.0001386,43,45,,,41.21529,42.954,,,"","http://www.suffolk.edu/documents/SUPRC/2_17_2016_marginals.pdf",36369,65483,5/5/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/28/2016,6/29/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0001374,39,43,,,40.47994,42.36957,,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44461,67525,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Texas",8/10/2016,8/16/2016,"Google Consumer Surveys","B",1071,"lv",.0001372,31.11,40.53,7.77,,38.55541,48.56219,4.73144,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45633,71018,9/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/14/2016,8/20/2016,"USC Dornsife/LA Times","",2385,"lv",.0001358,43.01,44.96,,,44.8809,41.44549,,,"","http://latimes.com/politics/",44900,68875,8/21/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Illinois",8/10/2016,8/16/2016,"Google Consumer Surveys","B",1007,"lv",.0001346,37.04,26.64,9.83,,44.53289,34.69641,6.79144,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45604,70989,9/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",5/6/2016,5/9/2016,"YouGov","B",1612,"rv",.0001319,42,40,,,42.94014,40.42915,,,"","https://today.yougov.com/news/2016/05/11/most-republicans-think-ryan-should-endorse-trump/",44049,65732,5/11/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/13/2016,8/19/2016,"USC Dornsife/LA Times","",2463,"lv",.0001291,43.58,44.19,,,45.39411,40.77451,,,"","http://latimes.com/politics/",44899,68874,8/20/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/22/2016,8/28/2016,"SurveyMonkey","C-",24104,"rv",.0001279,41,37,11,,45.25157,39.28275,4.99107,,"","https://www.scribd.com/document/322491763/NBC-News-SurveyMonkey-Toplines-and-Methodology-8-22-8-28?secret_password=KVutPa2GUssfLkiGxb5s",45146,69405,8/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/26/2016,6/30/2016,"Ipsos","A-",1163,"lv",.0001273,44.6,33,5.2,,47.78202,35.33549,4.057376,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44492,67659,7/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/30/2016,7/4/2016,"Morning Consult","",2001,"rv",.0001272,38,37,11,,43.61296,42.06843,7.274644,,"","https://morningconsultintelligence.com/media/mc/160617_crosstabs_trend_v2_AP.pdf",44506,67725,7/5/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"California",8/10/2016,8/16/2016,"Google Consumer Surveys","B",1633,"lv",.0001232,43.63,25.43,8.79,,51.1909,33.52111,5.75144,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45595,70980,9/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/3/2016,8/9/2016,"CVOTER International","C+",1002,"lv",.0001215,48.1,45.9,,,44.39389,40.23459,,,"","https://www.documentcloud.org/documents/3010129-UPI-CVoter-Release-2016-August-11.html",44822,68669,8/11/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/12/2016,8/18/2016,"USC Dornsife/LA Times","",2489,"lv",.0001199,44.55,43.37,,,46.31659,40.04038,,,"","http://latimes.com/politics/",44892,68835,8/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/25/2016,6/29/2016,"Ipsos","A-",1134,"lv",.0001186,44.5,33,5.5,,47.66441,35.33525,4.351786,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44493,67660,7/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/29/2016,8/4/2016,"CVOTER International","C+",1468,"lv",.0001178,50,43.9,,,46.48538,38.09524,,,"","http://www.upi.com/Top_News/US/2016/08/05/UPICVoter-poll-Clinton-continues-gaining-ground-at-Trumps-expense/1551470423424/",44779,68562,8/5/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/15/2016,6/20/2016,"Morning Consult","",3891,"rv",.0001153,38,38,10,,43.47612,43.11014,6.209634,,"","https://morningconsult.com/wp-content/uploads/2016/06/160609_crosstabs_stacked_trend_v3_AP.pdf",44366,67256,6/20/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/24/2016,6/28/2016,"Ipsos","A-",1150,"lv",.0001151,44.7,33.3,5.3,,47.85057,35.64,4.153256,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44442,67530,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Kansas",2/19/2016,2/26/2016,"Fort Hays State University","C-",440,"a",.0001144,36,46,,,36.33059,46.43862,,,"","http://big.assets.huffingtonpost.com/FHSUPreprimaryPoll.pdf",36533,50104,3/4/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Minnesota",1/18/2016,1/20/2016,"Mason-Dixon Polling & Research, Inc.","B+",800,"rv",.0001139,43,38,,,41.75334,37.84752,,,"","http://m.startribune.com/how-the-poll-was-conducted/366321131/",35961,48756,1/25/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",9/15/2016,9/16/2016,"Google Consumer Surveys","B",914,"lv",.0001137,32.8,34.8,8.1,,40.70242,41.2252,5.38168,,"","https://s3.amazonaws.com/redoakstrategic-gcs/RedOakStrategic_NationalGCSSurvey_Sept192016.pdf",45885,71659,9/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/11/2016,8/17/2016,"USC Dornsife/LA Times","",2500,"lv",.0001105,44.01,43.44,,,45.73805,40.18001,,,"","http://latimes.com/politics/",44885,68823,8/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/2/2016,8/8/2016,"CVOTER International","C+",993,"lv",.00011,48.5,45,,,44.79914,39.33666,,,"","http://www.upi.com/Top_News/US/2016/08/10/UPICVoter-poll-Trump-stabilizes-standing-for-a-second-consecutive-day/8001470837116/?spt=hs&or=tn_us",44816,68651,8/10/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/23/2016,6/27/2016,"Ipsos","A-",1130,"lv",.0001082,44.5,32.8,5.1,,47.64217,35.14275,3.95172,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44443,67531,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Virginia",2/18/2016,2/22/2016,"Hampton University","B",500,"lv",.0001066,48,39,,,47.87288,36.75938,,,"","http://www.hamptonu.edu/cpp/polls/201602_presidential_poll/exec_summ.cfm",44178,66120,6/2/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/22/2016,6/26/2016,"Ipsos","A-",1152,"lv",.0001055,44.3,33.4,5.8,,47.43532,35.74865,4.650191,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44444,67532,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/20/2016,6/24/2016,"Ipsos","A-",1249,"lv",.0001045,45.8,33,6,,48.91166,35.35563,4.840631,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44403,67534,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/21/2016,6/25/2016,"Ipsos","A-",1186,"lv",.0001039,44.2,33.5,6.3,,47.32336,35.85185,5.146082,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44445,67533,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/18/2016,8/20/2016,"The Times-Picayune/Lucid","",1362,"lv",.0001037,42,36,7,,44.65596,39.13671,3.671867,,"","https://luc.id/2016-presidential-tracker/",46193,72252,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/10/2016,8/16/2016,"USC Dornsife/LA Times","",2551,"lv",.0001033,44.19,43.21,,,45.89374,40.01147,,,"","http://latimes.com/politics/",44873,68800,8/17/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/15/2016,8/17/2016,"The Times-Picayune/Lucid","",1690,"lv",.0001009,43,37,8,,45.38667,40.46278,4.689819,,"","https://luc.id/2016-presidential-tracker/",46190,72249,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/19/2016,6/23/2016,"Ipsos","A-",1239,"lv",.0000991,44.8,32.9,6.1,,47.91298,35.25459,4.936658,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44404,67535,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/20/2016,6/21/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0000982,44,39,,,45.36784,38.36271,,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44397,67360,6/23/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/1/2016,8/7/2016,"CVOTER International","C+",960,"lv",.0000973,49.1,44.3,,,45.41773,38.62547,,,"","http://www.upi.com/Top_News/US/2016/08/09/UPICVoter-poll-Donald-Trump-stops-the-bleeding-for-a-day/9271470751783/?spt=hs&or=tn_us",44801,68602,8/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/31/2016,8/6/2016,"CVOTER International","C+",1036,"lv",.0000964,50.4,43.1,,,46.75763,37.40181,,,"","http://www.upi.com/Top_News/US/2016/08/08/UPICVoter-daily-poll-Clinton-maintains-7-point-lead-over-Trump/1381470658124/?spt=hs&or=tn_us",44790,68586,8/8/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/17/2016,8/19/2016,"The Times-Picayune/Lucid","",1357,"lv",.0000954,44,35,8,,46.56994,38.24689,4.67461,,"","https://luc.id/2016-presidential-tracker/",46192,72251,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/18/2016,6/22/2016,"Ipsos","A-",1245,"lv",.0000952,45.7,34.1,5.8,,48.80834,36.4559,4.629296,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44405,67536,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/9/2016,8/15/2016,"USC Dornsife/LA Times","",2539,"lv",.0000941,45.52,42.11,,,47.20851,38.9641,,,"","http://latimes.com/politics/",44858,68754,8/16/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"New Hampshire",2/4/2016,2/6/2016,"University of Massachusetts Lowell","B",1413,"rv",.0000929,45,39,,,44.37777,38.1787,,,"","http://www.uml.edu/Research/public-opinion/polls/default.aspx",36047,65625,5/5/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/14/2016,8/16/2016,"The Times-Picayune/Lucid","",1695,"lv",.0000927,45,35,8,,47.31018,38.54621,4.702806,,"","https://luc.id/2016-presidential-tracker/",46189,72248,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/9/2016,7/15/2016,"CVOTER International","C+",1581,"lv",.0000926,44.2,39.7,,,41.7749,33.66693,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44723,68389,8/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",2/24/2016,2/27/2016,"CNN/Opinion Research Corp.","A-",920,"rv",.0000925,52,44,,,50.45381,41.98137,,,"","http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf",36490,50063,3/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/8/2016,7/14/2016,"CVOTER International","C+",1652,"lv",.0000915,43.5,42.1,,,41.08474,36.07602,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44722,68388,8/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/6/2016,8/8/2016,"The Times-Picayune/Lucid","",3443,"lv",.0000903,48,34,6,,50.15145,37.7328,2.88648,,"","https://luc.id/2016-presidential-tracker/",46181,72240,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/17/2016,6/21/2016,"Ipsos","A-",1223,"lv",.0000894,45.2,33.9,5.5,,48.30247,36.25415,4.321939,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44387,67537,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/30/2016,8/5/2016,"CVOTER International","C+",1038,"lv",.0000893,49.8,43.7,,,46.21037,37.9631,,,"","http://www.upi.com/Top_News/US/2016/08/08/UPICVoter-daily-poll-Clinton-maintains-7-point-lead-over-Trump/1381470658124/?spt=hs&or=tn_us",44792,68588,8/8/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/16/2016,8/18/2016,"The Times-Picayune/Lucid","",1359,"lv",.0000882,44,36,8,,46.47375,39.35943,4.678984,,"","https://luc.id/2016-presidential-tracker/",46191,72250,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/13/2016,8/15/2016,"The Times-Picayune/Lucid","",1702,"lv",.0000852,45,36,7,,47.25792,39.60076,3.720091,,"","https://luc.id/2016-presidential-tracker/",46188,72247,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/8/2016,8/14/2016,"USC Dornsife/LA Times","",2510,"lv",.0000851,45.63,42.03,,,47.30852,38.92187,,,"","http://latimes.com/politics/",44851,68738,8/15/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/16/2016,6/20/2016,"Ipsos","A-",1186,"lv",.0000829,46.1,32.7,5.6,,49.19662,35.05293,4.415282,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44388,67538,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/5/2016,8/7/2016,"The Times-Picayune/Lucid","",3441,"lv",.0000799,48,35,7,,50.13976,38.73246,3.906733,,"","https://luc.id/2016-presidential-tracker/",46180,72239,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/15/2016,6/19/2016,"Ipsos","A-",1169,"lv",.0000782,44.3,33,5.9,,47.38866,35.35052,4.708129,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44389,67539,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/10/2016,7/16/2016,"CVOTER International","C+",1264,"lv",.0000781,44.4,38.7,,,41.96172,32.66183,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44724,68390,8/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/26/2016,8/1/2016,"CVOTER International","C+",1006,"lv",.0000781,48.4,46.3,,,45.55437,39.91509,,,"","https://www.documentcloud.org/documents/3003395-UPI-CVoter-Release-2016-August-2FINAL.html",44753,68445,8/2/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/28/2016,8/3/2016,"CVOTER International","C+",1009,"lv",.0000773,49.6,43.8,,,46.21026,37.87855,,,"","http://www.upi.com/Top_News/US/2016/08/04/UPICVoter-poll-Clinton-lead-over-Trump-hits-5-percent/8561470321785/?spt=hs&or=tn_us",44769,68501,8/4/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/11/2016,7/17/2016,"CVOTER International","C+",1188,"lv",.0000772,45.2,39.4,,,42.76738,33.36275,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44725,68391,8/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/14/2016,6/18/2016,"Ipsos","A-",1206,"lv",.0000772,45.9,31.9,5,,48.97728,34.24967,3.80164,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44390,67540,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/13/2016,6/17/2016,"Ipsos","A-",1228,"lv",.0000752,43.3,31.6,5.7,,46.37039,33.95118,4.496938,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44355,67541,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/14/2016,6/15/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.000075,44,39,,,45.31044,38.34449,,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44349,67002,6/16/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",4/22/2016,4/26/2016,"YouGov","B",1561,"rv",.0000724,43,40,,,43.3306,40.3475,,,"","https://today.yougov.com/news/2016/04/27/yougov-economist-poll-april-22-26-2016/",43806,65213,4/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"New Hampshire",2/3/2016,2/5/2016,"University of Massachusetts Lowell","B",1417,"rv",.0000721,46,39,,,45.38643,38.1545,,,"","https://www.uml.edu/docs/2-6%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230852.pdf",36044,66116,6/2/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/7/2016,8/13/2016,"USC Dornsife/LA Times","",2325,"lv",.000072,46.33,41.55,,,48.0067,38.46967,,,"","http://latimes.com/politics/",44845,68731,8/14/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Iowa",1/8/2016,1/10/2016,"Public Policy Polling","B+",1901,"v",.0000715,42,42,,,40.20823,39.4327,,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_IA_11216.pdf",35857,66126,6/2/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/27/2016,8/2/2016,"CVOTER International","C+",934,"lv",.0000713,49.4,45.5,,,46.20861,39.41162,,,"","https://www.documentcloud.org/documents/3004468-UPI-CVoter-Release-2016-August-3FINAL.html",44760,68486,8/3/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/12/2016,6/16/2016,"Ipsos","A-",1215,"lv",.0000711,44.6,29.6,6.3,,47.6629,31.95109,5.089492,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44356,67542,6/30/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/25/2016,7/31/2016,"CVOTER International","C+",989,"lv",.0000703,49,46.1,,,46.51493,39.40449,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44739,68405,8/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/12/2016,7/18/2016,"CVOTER International","C+",1012,"lv",.000069,44.7,41.2,,,42.26371,35.14238,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44726,68392,8/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/24/2016,7/30/2016,"CVOTER International","C+",1048,"lv",.0000684,47.4,47.6,,,45.26229,40.59726,,,"","https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed",44738,68404,8/1/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",6/11/2016,6/15/2016,"Ipsos","A-",1216,"lv",.0000681,42.9,30,6.3,,45.95776,32.34731,5.077921,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44357,67543,6/30/16,"16:40:05 25 Oct 2016"
