1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,INCUMBENT.INDICATOR..I.,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
239,CA,California,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
240,CA,California,1,H2CA02142,,Doug,La Malfa,"La Malfa, Doug",,R,66527,37.93%,,,168827,57.38%,,,,,W,
241,CA,California,1,H0CA02138,,Jim,Reed,"Reed, Jim",,D,43409,24.75%,,,125386,42.62%,,,,,,
242,CA,California,1,H2CA01110,,Sam ,Aanestad,"Aanestad, Sam ",,R,25224,14.38%,,,,,,,,,,
243,CA,California,1,H2CA01128,,Michael ,Dacquisto,"Dacquisto, Michael ",,R,10530,6.00%,,,,,,,,,,
244,CA,California,1,H0CA02120,,Pete,Stiglich,"Stiglich, Pete",,R,10258,5.85%,,,,,,,,,,
245,CA,California,1,H4CA03054,,Nathan ,Arrowsmith,"Arrowsmith, Nathan ",,D,8598,4.90%,,,,,,,,,,
246,CA,California,1,H2CA01151,,Gary Allen,Oxley,"Oxley, Gary Allen",,NOP,5901,3.36%,,,,,,,,,,
247,CA,California,1,H2CA01136,,Gregory ,Cheadle,"Cheadle, Gregory ",,R,4939,2.82%,,,,,,,,,,
248,CA,California,1,n/a,,,,,District Votes:,,175386,,,,294213,,,,,,,
249,CA,California,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
250,CA,California,2,H2CA06259,,Jared ,Huffman,"Huffman, Jared ",,D,63922,37.49%,,,226216,71.24%,,,,,W,
251,CA,California,2,H0CA06121,,Daniel W.,Roberts,"Roberts, Daniel W.",,R,25635,15.03%,,,91310,28.76%,,,,,,
252,CA,California,2,H2CA06267,,Norman ,Solomon,"Solomon, Norman ",,D,25462,14.93%,,,,,,,,,,
253,CA,California,2,H2CA02100,,Stacey ,Lawson,"Lawson, Stacey ",,D,16946,9.94%,,,,,,,,,,
254,CA,California,2,H2CA06275,,Susan L. ,Adams,"Adams, Susan L. ",,D,14041,8.23%,,,,,,,,,,
255,CA,California,2,H6CA06193,,Mike ,Halliwell,"Halliwell, Mike ",,R,10008,5.87%,,,,,,,,,,
256,CA,California,2,H2CA02167,,Brooke ,Clarke,"Clarke, Brooke ",,NOP,3715,2.18%,,,,,,,,,,
257,CA,California,2,H2CA06283,,Tiffany ,Renée,"Renée, Tiffany ",,D,3033,1.78%,,,,,,,,,,
258,CA,California,2,H2CA02175,,John,Lewallen,"Lewallen, John",,NOP,2488,1.46%,,,,,,,,,,
259,CA,California,2,H2CA02126,,William L. ,Courtney,"Courtney, William L. ",,D,2385,1.40%,,,,,,,,,,
260,CA,California,2,H2CA02118,,Andy ,Caffrey,"Caffrey, Andy ",,D,1737,1.02%,,,,,,,,,,
261,CA,California,2,H2CA02159,,Larry ,Fritzlan,"Fritzlan, Larry ",,D,1151,0.67%,,,,,,,,,,
262,CA,California,2,n/a,,,,,District Votes:,,170523,,,,317526,,,,,,,
263,CA,California,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
264,CA,California,3,H0CA10149,(I),John ,Garamendi,"Garamendi, John ",,D,59546,51.47%,,,126882,54.23%,,,,,W,
265,CA,California,3,H2CA03090,,Kim ,Vann,"Vann, Kim ",,R,30254,26.15%,,,107086,45.77%,,,,,,
266,CA,California,3,H0CA07103,,Rick ,Tubbs,"Tubbs, Rick ",,R,17902,15.48%,,,,,,,,,,
267,CA,California,3,H2CA03108,,Tony ,Carlos,"Carlos, Tony ",,R,5541,4.79%,,,,,,,,,,
268,CA,California,3,H0CA00090,,Eugene ,Ray,"Ray, Eugene ",,R,2438,2.11%,,,,,,,,,,
269,CA,California,3,n/a,,,,,District Votes:,,115681,,,,233968,,,,,,,
270,CA,California,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
271,CA,California,4,H8CA04152,(I),Tom,McClintock,"McClintock, Tom",,R,114311,64.79%,,,197803,61.11%,,,,,W,
272,CA,California,4,H2CA04114,,Jack ,Uppal,"Uppal, Jack ",,D,62130,35.21%,,,125885,38.89%,,,,,,
273,CA,California,4,n/a,,,,,District Votes:,,176441,,,,323688,,,,,,,
274,CA,California,,n/a,,,,DISTRICT 5,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
275,CA,California,5,H8CA01109,(I),Mike ,Thompson,"Thompson, Mike ",,D,95748,72.20%,,,202872,74.47%,,,,,W,
276,CA,California,5,H2CA05095,,Randy,Loftin,"Loftin, Randy",,R,22137,16.69%,,,69545,25.53%,,,,,,
277,CA,California,5,H2CA05087,,Stewart  John,Cilley,"Cilley, Stewart  John",,R,14734,11.11%,,,,,,,,,,
278,CA,California,5,n/a,,,,,District Votes:,,132619,,,,272417,,,,,,,
279,CA,California,,n/a,,,,DISTRICT 6,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
280,CA,California,6,H6CA05195,(I),Doris ,Matsui,"Matsui, Doris ",,D,67174,71.40%,,,160667,75.05%,,,,,W,
281,CA,California,6,H2CA06291,,"Joseph, Sr.",McRay,"McRay, Joseph, Sr.",,R,15647,16.63%,,,53406,24.95%,,,,,,
282,CA,California,6,H0CA05073,,Erik,Smitt,"Smitt, Erik",,R,11254,11.96%,,,,,,,,,,
283,CA,California,6,n/a,,,,,District Votes:,,94075,,,,214073,,,,,,,
284,CA,California,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
285,CA,California,7,H0CA03078,,Ami ,Bera,"Bera, Ami ",,D,49433,41.00%,,,141241,51.68%,,,,,W,
286,CA,California,7,H6CA34112,(I),Dan,Lungren,"Lungren, Dan",,R,63586,52.73%,,,132050,48.32%,,,,,,
287,CA,California,7,H2CA07117 ,,Curt,Taras,"Taras, Curt",,NOP,3854,3.20%,,,,,,,,,,
288,CA,California,7,H8CA05134,,Douglas Arthur,Tuma,"Tuma, Douglas Arthur",,LIB,3707,3.07%,,,,,,,,,,
289,CA,California,7,n/a,,,,,District Votes:,,120580,,,,273291,,,,,,,
290,CA,California,,n/a,,,,DISTRICT 8,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
291,CA,California,8,H2CA08164,,Paul ,Cook,"Cook, Paul ",,R,12517,15.29%,,,103093,57.39%,,,,,W,
292,CA,California,8,H2CA41116,,Gregg,Imus,"Imus, Gregg",,R,12754,15.58%,,,76551,42.61%,,,,,,
293,CA,California,8,H0CA42175,,Phil,Liberatore,"Liberatore, Phil",,R,12277,15.00%,,,,,,,,,,
294,CA,California,8,H8CA25058,,Jackie ,Conaway,"Conaway, Jackie ",,D,11674,14.26%,,,,,,,,,,
295,CA,California,8,B2CA08156,,Brad,Mitzelfelt,"Mitzelfelt, Brad",,R,8801,10.75%,,,,,,,,,,
296,CA,California,8,H2CA00138,,John ,Pinkerton,"Pinkerton, John ",,D,7941,9.70%,,,,,,,,,,
297,CA,California,8,H2CA08149,,Angela,Valles,"Valles, Angela",,R,4924,6.02%,,,,,,,,,,
298,CA,California,8,H2CA08131,,Ryan,McEachron,"McEachron, Ryan",,R,3181,3.89%,,,,,,,,,,
299,CA,California,8,H2CA08180,,Anthony ,Adams,"Adams, Anthony ",,NOP,2750,3.36%,,,,,,,,,,
300,CA,California,8,H2CA08172,,Bill,Jensen,"Jensen, Bill",,R,1850,2.26%,,,,,,,,,,
301,CA,California,8,H4CA40049,,George T.,Craig,"Craig, George T.",,R,1376,1.68%,,,,,,,,,,
302,CA,California,8,H2CA08206 ,,Joseph D.,Napolitano,"Napolitano, Joseph D.",,R,1050,1.28%,,,,,,,,,,
303,CA,California,8,H2CA08198 ,,Dennis L.,Albertsen,"Albertsen, Dennis L.",,R,761,0.93%,,,,,,,,,,
304,CA,California,8,n/a,,,,,District Votes:,,81856,,,,179644,,,,,,,
305,CA,California,,n/a,,,,DISTRICT 9,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
306,CA,California,9,H4CA11081,(I),Jerry ,McNerney,"McNerney, Jerry ",,D,45696,47.78%,,,118373,55.55%,,,,,W,
307,CA,California,9,H2CA11135,,Ricky ,Gill,"Gill, Ricky ",,R,38488,40.24%,,,94704,44.45%,,,,,,
308,CA,California,9,H2CA09105,,John ,McDonald,"McDonald, John ",,R,11458,11.98%,,,,,,,,,,
309,CA,California,9,n/a,,,,,District Votes:,,95642,,,,213077,,,,,,,
310,CA,California,,n/a,,,,DISTRICT 10,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
311,CA,California,10,H0CA19173,(I),Jeff,Denham,"Denham, Jeff",,R,45779,49.24%,,,110265,52.71%,,,,,W,
312,CA,California,10,H2CA10145,,Jose,Hernandez,"Hernandez, Jose",,D,26072,28.04%,,,98934,47.29%,,,,,,
313,CA,California,10,H2CA10152,,Chad M.,Condit,"Condit, Chad M.",,NOP,13983,15.04%,,,,,,,,,,
314,CA,California,10,H2CA00096,,"Michael J. ""Mike""",Barkley,"Barkley, Michael J. ""Mike""",,D,5028,5.41%,,,,,,,,,,
315,CA,California,10,H2CA10160 ,,Troy Wayne,McComak,"McComak, Troy Wayne",,NOP,2114,2.27%,,,,,,,,,,
316,CA,California,10,n/a,,,,,District Votes:,,92976,,,,209199,,,,,,,
317,CA,California,,n/a,,,,DISTRICT 11,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
318,CA,California,11,H6CA07043,(I),George ,Miller,"Miller, George ",,D,76163,58.49%,,,200743,69.73%,,,,,W,
319,CA,California,11,H8CA07031,,Virginia,Fuller,"Fuller, Virginia",,R,40333,30.97%,,,87136,30.27%,,,,,,
320,CA,California,11,H0CA07111,,John ,Fitzgerald,"Fitzgerald, John ",,D,9092,6.98%,,,,,,,,,,
321,CA,California,11,H2CA11168,,Cheryl ,Sudduth,"Sudduth, Cheryl ",,D,4635,3.56%,,,,,,,,,,
322,CA,California,11,n/a,,,,,District Votes:,,130223,,,,287879,,,,,,,
323,CA,California,,n/a,,,,DISTRICT 12,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
324,CA,California,12,H8CA05035,(I),Nancy ,Pelosi,"Pelosi, Nancy ",,D,89446,74.88%,,,253709,85.08%,,,,,W,
325,CA,California,12,H0CA08069,,John ,Dennis,"Dennis, John ",,R,16206,13.57%,,,44478,14.92%,,,,,,
326,CA,California,12,H4CA12089,,Barry,Hermanson,"Hermanson, Barry",,GRE,6398,5.36%,,,,,,,,,,
327,CA,California,12,H0CA10172,,David ,Peterson,"Peterson, David ",,D,3756,3.14%,,,,,,,,,,
328,CA,California,12,H0CA08077,,Summer Justice,Shields,"Shields, Summer Justice",,D,2146,1.80%,,,,,,,,,,
329,CA,California,12,H2CA11176,,Américo Arturo,Diaz,"Diaz, Américo Arturo",,D,1499,1.25%,,,,,,,,,,
330,CA,California,12,n/a,,,,,District Votes:,,119451,,,,298187,,,,,,,
331,CA,California,,n/a,,,,DISTRICT 13,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
332,CA,California,13,H8CA09060,(I),Barbara ,Lee,"Lee, Barbara ",,D,94709,83.11%,,,250436,86.78%,,,,,W,
333,CA,California,13,H2CA13099,,Marilyn M.,Singleton,"Singleton, Marilyn M.",,NOP,13502,11.85%,,,38146,13.22%,,,,,,
334,CA,California,13,H0CA13093,,Justin,Jelincic,"Jelincic, Justin",,D,5741,5.04%,,,,,,,,,,
335,CA,California,13,n/a,,,,,District Votes:,,113952,,,,288582,,,,,,,
336,CA,California,,n/a,,,,DISTRICT 14,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
337,CA,California,14,H8CA12171,(I),Jackie ,Speier,"Speier, Jackie ",,D,80850,74.34%,,,203828,78.92%,,,,,W,
338,CA,California,14,H2CA14139,,Deborah (Debbie),Bacigalupi,"Bacigalupi, Deborah (Debbie)",,R,23299,21.42%,,,54455,21.08%,,,,,,
339,CA,California,14,H8CA12148,,Michael J.,Moloney,"Moloney, Michael J.",,D,4607,4.24%,,,,,,,,,,
340,CA,California,14,n/a,,,,,District Votes:,,108756,,,,258283,,,,,,,
341,CA,California,,n/a,,,,DISTRICT 15,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
342,CA,California,15,H2CA15094,,Eric,Swalwell,"Swalwell, Eric",,D,34347,36.19%,,,120388,52.11%,,,,,W,
343,CA,California,15,H6CA09023,(I),Fortney Pete ,Stark,"Stark, Fortney Pete ",,D,39943,42.09%,,,110646,47.89%,,,,,,
344,CA,California,15,H0CA13119,,"Christopher ""Chris"" J.",Pareja,"Pareja, Christopher ""Chris"" J.",,NOP,20618,21.72%,,,,,,,,,,
345,CA,California,15,n/a,,,,,District Votes:,,94908,,,,231034,,,,,,,
346,CA,California,,n/a,,,,DISTRICT 16,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
347,CA,California,16,H4CA20082,(I),Jim,Costa,"Costa, Jim",,D,25355,42.67%,,,84649,57.41%,,,,,W,
348,CA,California,16,H2CA16092,,Brian Daniel ,Whelan,"Whelan, Brian Daniel ",,R,15053,25.33%,,,62801,42.59%,,,,,,
349,CA,California,16,H2CA16100,,Johnny M. ,Tacherra,"Tacherra, Johnny M. ",,R,6776,11.40%,,,,,,,,,,
350,CA,California,16,H2CA16118,,Mark ,Garcia,"Garcia, Mark ",,R,6529,10.99%,,,,,,,,,,
351,CA,California,16,H0CA19132,,Loraine ,Goodwin,"Goodwin, Loraine ",,D,5703,9.60%,,,,,,,,,,
352,CA,California,16,n/a,,,,,District Votes:,,59416,,,,147450,,,,,,,
353,CA,California,,n/a,,,,DISTRICT 17,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
354,CA,California,17,H0CA15148,(I),Mike ,Honda,"Honda, Mike ",,D,60252,66.70%,,,159392,73.54%,,,,,W,
355,CA,California,17,H2CA17090,,Evelyn ,Li,"Li, Evelyn ",,R,24916,27.58%,,,57336,26.46%,,,,,,
356,CA,California,17,H2CA17108,,Charles ,Richardson,"Richardson, Charles ",,NOP,5163,5.72%,,,,,,,,,,
357,CA,California,17,n/a,,,,,District Votes:,,90331,,,,216728,,,,,,,
358,CA,California,,n/a,,,,DISTRICT 18,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
359,CA,California,18,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,86851,61.46%,,,212831,70.49%,,,,,W,
360,CA,California,18,H0CA14075,,Dave ,Chapman,"Chapman, Dave ",,R,42174,29.85%,,,89103,29.51%,,,,,,
361,CA,California,18,H2CA18122,,William ,Parks,"Parks, William ",,D,6504,4.60%,,,,,,,,,,
362,CA,California,18,H6CA14098,,Carol ,Brouillet,"Brouillet, Carol ",,GRE,5777,4.09%,,,,,,,,,,
363,CA,California,18,n/a,,,,,District Votes:,,141306,,,,301934,,,,,,,
364,CA,California,,n/a,,,,DISTRICT 19,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
365,CA,California,19,H4CA16049,(I),Zoe ,Lofgren,"Lofgren, Zoe ",,D,60726,65.18%,,,162300,73.24%,,,,,W,
366,CA,California,19,H2CA19112,,Robert ,Murray,"Murray, Robert ",,R,21421,22.99%,,,59313,26.76%,,,,,,
367,CA,California,19,H2CA19120,,Phat ,Nguyen,"Nguyen, Phat ",,R,7192,7.72%,,,,,,,,,,
368,CA,California,19,H2CA19138 ,,Jay Blas Jacob,Cabrera,"Cabrera, Jay Blas Jacob",,NOP,3829,4.11%,,,,,,,,,,
369,CA,California,19,n/a,,,,,District Votes:,,93168,,,,221613,,,,,,,
370,CA,California,,n/a,,,,DISTRICT 20,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
371,CA,California,20,H4CA17021,(I),Sam,Farr,"Farr, Sam",,D,68895,64.37%,,,172996,74.07%,,,,,W,
372,CA,California,20,H8CA17089,,Jeff,Taylor,"Taylor, Jeff",,R,23905,22.34%,,,60566,25.93%,,,,,,
373,CA,California,20,H2CA20110,,Mike,LeBarre,"LeBarre, Mike",,R,5487,5.13%,,,,,,,,,,
374,CA,California,20,H6CA16069,,Art ,Dunn,"Dunn, Art ",,D,4095,3.83%,,,,,,,,,,
375,CA,California,20,H0CA17151,,Eric,Petersen,"Petersen, Eric",,GRE,2211,2.07%,,,,,,,,,,
376,CA,California,20,H0CA17185,,Ronald Paul,Kabat,"Kabat, Ronald Paul",,NOP,1733,1.62%,,,,,,,,,,
377,CA,California,20,H2CA20128,,Dan ,Caudle,"Caudle, Dan ",,NOP,703,0.66%,,,,,,,,,,
378,CA,California,20,n/a,,,,,District Votes:,,107029,,,,233562,,,,,,,
379,CA,California,,n/a,,,,DISTRICT 21,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
380,CA,California,21,H2CA20094,,David G.,Valadao,"Valadao, David G.",,R,27251,56.99%,,,67164,57.76%,,,,,W,
381,CA,California,21,H0CA19082,,John ,Hernandez,"Hernandez, John ",,D,10575,22.12%,,,49119,42.24%,,,,,,
382,CA,California,21,H2CA21167,,Blong ,Xiong,"Xiong, Blong ",,D,9990,20.89%,,,,,,,,,,
383,CA,California,21,n/a,,,,,District Votes:,,47816,,,,116283,,,,,,,
384,CA,California,,n/a,,,,DISTRICT 22,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
385,CA,California,22,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,R,67386,70.58%,,,132386,61.88%,,,,,W,
386,CA,California,22,H2CA22140,,Otto,Lee,"Lee, Otto",,D,28091,29.42%,,,81555,38.12%,,,,,,
387,CA,California,22,n/a,,,,,District Votes:,,95477,,,,213941,,,,,,,
388,CA,California,,n/a,,,,DISTRICT 23,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
389,CA,California,23,H6CA22125,(I),Kevin ,McCarthy,"McCarthy, Kevin ",,R,71109,72.16%,,,158161,73.22%,,,,,W,
390,CA,California,23,H2CA23122,,Terry ,Phillips,"Phillips, Terry ",,NOP,17018,17.27%,,,57842,26.78%,,,,,,
391,CA,California,23,H2CA23130,,Eric ,Parker,"Parker, Eric ",,R,10414,10.57%,,,,,,,,,,
392,CA,California,23,n/a,,,,,District Votes:,,98541,,,,216003,,,,,,,
393,CA,California,,n/a,,,,DISTRICT 24,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
394,CA,California,24,H8CA22089,(I),Lois,Capps,"Capps, Lois",,D,72356,46.36%,,,156749,55.10%,,,,,W,
395,CA,California,24,H2CA23106,,Abel,Maldonado,"Maldonado, Abel",,R,46295,29.66%,,,127746,44.90%,,,,,,
396,CA,California,24,H2CA23114,,Chris ,Mitchum,"Mitchum, Chris ",,R,33604,21.53%,,,,,,,,,,
397,CA,California,24,H2CA24161,,Matt,Boutté,"Boutté, Matt",,NOP,3832,2.46%,,,,,,,,,,
398,CA,California,24,n/a,,,,,District Votes:,,156087,,,,284495,,,,,,,
399,CA,California,,n/a,,,,DISTRICT 25,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
400,CA,California,25,H2CA25036,(I),"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,R,39997,50.54%,,,129593,54.78%,,,,,W,
401,CA,California,25,H2CA25143,,Lee C.,Rogers,"Rogers, Lee C.",,D,23542,29.75%,,,106982,45.22%,,,,,,
402,CA,California,25,H2CA25176,,Dante ,Acosta,"Acosta, Dante ",,R,10387,13.12%,,,,,,,,,,
403,CA,California,25,H2CA25168,,Cathie,Wright,"Wright, Cathie",,R,5215,6.59%,,,,,,,,,,
404,CA,California,25,n/a,,,,,District Votes:,,79141,,,,236575,,,,,,,
405,CA,California,,n/a,,,,DISTRICT 26,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
406,CA,California,26,H2CA00120,,Julia ,Brownley,"Brownley, Julia ",,D,29892,26.89%,,,139072,52.69%,,,,,W,
407,CA,California,26,H2CA26109,,Tony ,Strickland,"Strickland, Tony ",,R,49043,44.12%,,,124863,47.31%,,,,,,
408,CA,California,26,H2CA26091,,Linda ,Parks,"Parks, Linda ",,NOP,20301,18.26%,,,,,,,,,,
409,CA,California,26,H2CA26117,,Jess,Herrera,"Herrera, Jess",,D,7244,6.52%,,,,,,,,,,
410,CA,California,26,H2CA24153,,David Cruz,Thayne,"Thayne, David Cruz",,D,2809,2.53%,,,,,,,,,,
411,CA,California,26,H0CA23068,,Albert Maxwell,Goldberg,"Goldberg, Albert Maxwell",,D,1880,1.69%,,,,,,,,,,
412,CA,California,26,n/a,,,,,District Votes:,,111169,,,,263935,,,,,,,
413,CA,California,,n/a,,,,DISTRICT 27,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
414,CA,California,27,H0CA32101,(I),Judy ,Chu,"Chu, Judy ",,D,50203,57.78%,,,154191,63.98%,,,,,W,
415,CA,California,27,H2CA27198,,Jack ,Orswell,"Orswell, Jack ",,R,20868,24.02%,,,86817,36.02%,,,,,,
416,CA,California,27,H2CA27206,,Bob,Duran,"Duran, Bob",,R,15819,18.21%,,,,,,,,,,
417,CA,California,27,n/a,,,,,District Votes:,,86890,,,,241008,,,,,,,
418,CA,California,,n/a,,,,DISTRICT 28,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
419,CA,California,28,H0CA27085,(I),Adam,Schiff,"Schiff, Adam",,D,42797,59.00%,,,188703,76.49%,,,,,W,
420,CA,California,28,H0CA33133,,Phil ,Jennerjahn,"Jennerjahn, Phil ",,R,12633,17.41%,,,58008,23.51%,,,,,,
421,CA,California,28,H0CA28109,,Jenny ,Worman,"Worman, Jenny ",,R,5978,8.24%,,,,,,,,,,
422,CA,California,28,H2CA28147,,Garen,Mailyan,"Mailyan, Garen",,R,3749,5.17%,,,,,,,,,,
423,CA,California,28,H6CA31126,,Sal,Genovese,"Genovese, Sal",,D,2829,3.90%,,,,,,,,,,
424,CA,California,28,H2CA28139,,Massie,Munroe,"Munroe, Massie",,D,2437,3.36%,,,,,,,,,,
425,CA,California,28,H2CA28121,,Jonathan Ryan ,Kalbfeld,"Kalbfeld, Jonathan Ryan ",,D,2119,2.92%,,,,,,,,,,
426,CA,California,28,n/a,,,,,District Votes:,,72542,,,,246711,,,,,,,
427,CA,California,,n/a,,,,DISTRICT 29,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
428,CA,California,29,H2CA28113,,Tony ,Cárdenas,"Cárdenas, Tony ",,D,24882,64.39%,,,111287,74.05%,,,,,W,
429,CA,California,29,H2CA28097,,David R. ,Hernandez,"Hernandez, David R. ",,NOP,8382,21.69%,,,38994,25.95%,,,,,,
430,CA,California,29,H0CA28117,,Richard A.,Valdez,"Valdez, Richard A.",,D,5379,13.92%,,,,,,,,,,
431,CA,California,29,n/a,,,,,District Votes:,,38643,,,,150281,,,,,,,
432,CA,California,,n/a,,,,DISTRICT 30,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
433,CA,California,30,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",,D,40589,42.35%,,,149456,60.30%,,,,,W,
434,CA,California,30,H2CA26026,(I),Howard L.,Berman,"Berman, Howard L.",,D,31086,32.44%,,,98395,39.70%,,,,,,
435,CA,California,30,H0CA27101,,Mark ,Reed,"Reed, Mark ",,R,11991,12.51%,,,,,,,,,,
436,CA,California,30,H8CA27088,,Navraj,Singh,"Singh, Navraj",,R,5521,5.76%,,,,,,,,,,
437,CA,California,30,H2CA30242,,Susan ,Shelly,"Shelly, Susan ",,R,3878,4.05%,,,,,,,,,,
438,CA,California,30,H2CA30259,,Michael W.,Powelson,"Powelson, Michael W.",,GRE,1976,2.06%,,,,,,,,,,
439,CA,California,30,H2CA30267,,Vince ,Gilmore,"Gilmore, Vince ",,D,792,0.83%,,,,,,,,,,
440,CA,California,30,n/a,,,,,District Votes:,,95833,,,,247851,,,,,,,
441,CA,California,,n/a,,,,DISTRICT 31,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
442,CA,California,31,H8CA41063,(I),Gary G. ,Miller,"Miller, Gary G. ",,R,16708,26.66%,,,88964,55.18%,,,,,W,
443,CA,California,31,H2CA31133,,Bob,Dutton,"Dutton, Bob",,R,15557,24.82%,,,72255,44.82%,,,,,,
444,CA,California,31,H2CA31125,,Pete,Aguilar,"Aguilar, Pete",,D,14181,22.63%,,,,,,,,,,
445,CA,California,31,H2CA31117,,Justin ,Kim,"Kim, Justin ",,D,8487,13.54%,,,,,,,,,,
446,CA,California,31,H2CA31109,,Renea,Wickman,"Wickman, Renea",,D,4188,6.68%,,,,,,,,,,
447,CA,California,31,H8CA41139,,Rita,Ramirez-Dean,"Ramirez-Dean, Rita",,D,3546,5.66%,,,,,,,,,,
448,CA,California,31,n/a,,,,,District Votes:,,62667,,,,161219,,,,,,,
449,CA,California,,n/a,,,,DISTRICT 32,,,,,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation."
450,CA,California,32,H8CA34068,(I),Grace F.,Napolitano,"Napolitano, Grace F.",,D,24094,46.10%,,,124903,65.70%,,,,,W,
451,CA,California,32,H0CA26087,,David L.,Miller,"Miller, David L.",,R,21843,41.80%,,,65208,34.30%,,,,,,
